Verse Text (Ata Manobo),Verse Text (English)
Woy nakarani kid on to tibo no mgo otow no nigtuu on no tahan on no ingkasulat ka ngaran dan dio to langit. Woy nakarani ki rod to Magboboot no ian Talagboot to tibo no otow. Woy songo nakarani kid on to gimukud to mgo matuwarong no nammatoy no naayun on ian lagboy ka goinawa ran to Magboboot.,"to the church of the firstborn, whose names are written in heaven. You have come to God, the judge of all men, to the spirits of righteous men made perfect,"
"Woy nakarani kid on ki Hisus no nohimu no dalan ta dio to Magboboot, woy nakarani ki to langosa rin no nigtulalug dio to krus no immalogot to sikan no iam no sabut oyow ogkohoy-uan ki to Magboboot. No ka sikan, madmaroyow to langosa ni Abil no nigbuyu to pogsuli.","to Jesus the mediator of a new covenant, and to the sprinkled blood that speaks a better word than the blood of Abel."
"Sikan ian, og-awoson to og-ayad-ayad ki ro to ogpamminog to sikan no ogkagi no ian ka Magboboot su ka mgo otow dongan no waro nigpamminog to kagi rin no impanangon din ki Moisis, niglogparan sikandan. No sikanta kuntoon, dakoldakol pad man ka iglogpad kanta ko og-iniug ki to Magboboot no ogbohog kanta no ogligkat dio to langit.","See to it that you do not refuse him who speaks. If they did not escape when they refused him who warned them on earth, how much less will we, if we turn away from him who warns us from heaven?"
"Dongan, to nigkagi ka Magboboot, nalubo ka kalibutan. Di kuntoon, nignangon sikandin to, “Oghutukon ku ogluboon uromo ka kalibutan, di kono do no ka kalibutan ka ogluboon ku ko kono ogpakalagkos on ka langit.”","At that time his voice shook the earth, but now he has promised, ""Once more I will shake not only the earth but also the heavens."""
"No, ka sikan no kagi rin to duon oghutukon no ogluboon din, ian ka igpasabut kanta to ogluboon din ka mgo nigpanhimu rin, no ogkaawo on ka ogkawoil oyow ian do ogkagalat ka kono ogkawoil.","The words ""once more"" indicate the removing of what can be shaken--that is, created things--so that what cannot be shaken may remain."
"Su ian ian, ogpasalamatan ta ka Magboboot to nasakup kid on to pogpangatondanan din no kono ogkaawo to waro katamanan. Woy ogsayoon ta sikandin to igmaroyow to goinawa rin no iglagkos ta ka pogtahud ta woy ka pogkahallok ta","Therefore, since we are receiving a kingdom that cannot be shaken, let us be thankful, and so worship God acceptably with reverence and awe,"
su ogkounawa sikandin to logdog no ogpokoubus kanta ko kono ki ogpaagad-agad.,"for our ""God is a consuming fire."""
"Mgo sulod ku no nigtuu, paragasa now ka pogparakdakoloy now to goinawa no ogkounawa to patalasulod kow on ian.",Keep on loving each other as brothers.
Kono now ogkalingawi to ogsagman to mgo magaliug no ogpokouma dio to ugpaan now su duon mgo otow no nakasagman to magaliug no waro matagoi di diwata naan to Magboboot ka nigsagman dan.,"Do not forget to entertain strangers, for by so doing some people have entertained angels without knowing it."
Woy kono ta ogkalingawan ka mgo duma ta no napirisu di songo ogkoiling ki to songo nakalagkos ki ro kandan to napirisu. Woy kono ta ogkalingawan ka mgo duma ta no nabaybayaran to mgo waro nigtuu no songo ogkoiling ki to songo nabaybayaran ki.,"Remember those in prison as if you were their fellow prisoners, and those who are mistreated as if you yourselves were suffering."
"Mataltahuroy ki tibo to pogpaas-asawooy ta no kono ta oghilaboti ka loin. Ian su ka Magboboot, oglogparan din ka sikan no otow no oghilabot to kono no asawa rin.","Marriage should be honored by all, and the marriage bed kept pure, for God will judge the adulterer and all the sexually immoral."
"Kono tad ogdakoli to goinawa ka salapi. Litos do ko ogkarago ki to kanta no pog-ugpo su nigkagi ka Magboboot to, “Kono ku ogbalagaron sikaniu woy songo kono kow ogkoongkoran.”","Keep your lives free from the love of money and be content with what you have, because God has said, ""Never will I leave you; never will I forsake you."""
"Omunaan to waro igduwaruwa ta no ogkagi ki to, “Ka Lagboy no Igbuyag ka talagbulig kanak. Kono a ogkahallok ko ogkoomonu a to mgo otow.”","So we say with confidence, ""The Lord is my helper; I will not be afraid. What can man do to me?"""
Doromdoma now ka nokohun-a no mgo igbuyag now su sikandan ka nig-anad kaniu to kinagian to Magboboot. Woy songo doromdoma now ka mgo batasan dan taman to kamatayon dan. No unugi now ka malogot no pogtuu ran ki Hisus.,"Remember your leaders, who spoke the word of God to you. Consider the outcome of their way of life and imitate their faith."
"Si Hisu Kristu, waro pogkahalin din ligkat pad dongan woy kuntoon woy taman to taman.",Jesus Christ is the same yesterday and today and forever.
"Nò, ayad-ayad kow to sikan no tu-tuu no dalan to oyow kono kow ogpakasuwoy no ogligkat to loinloin no mgo ig-anad. Ian su ka maroyow no igkohogot to pogtuu ta ka igkohoy-u to Magboboot, no kono no ka mgo Balaod ni Moisis tongod ko nokoy ka litos no ogkakoon ta no mgo ngalap. Ka mgo otow no nigtuman to sikan, waro mabuligi.","Do not be carried away by all kinds of strange teachings. It is good for our hearts to be strengthened by grace, not by eating ceremonial foods, which is of no benefit to those who do so."
"Sikan ian, ka mgo talagpanubad to mgo Hudiu no og-unug to sikan no mgo Balaod dio to sikan no tagooran no ampuanan dan, waro labot dan to soini no karoyawon no ogligkat to ingkatubad ni Hisus no ogpakaawo to mgo salo ta.",We have an altar from which those who minister at the tabernacle have no right to eat.
"Nataga ki to, ka sikan no mgo Hudiu, ko duon igpanubad dan no igpaawo poron to salo dan, ka langosa to sikan no ayam, og-alapon to Labow to mgo Talagpanubad dio to sikan no Kinaroyawon no Sinabong no duon to solod to ampuanan dan. Di ka lawa to sikan no igtubad dan, ogsilaban dan dio to libuwasan to lunsud dan.","The high priest carries the blood of animals into the Most Holy Place as a sin offering, but the bodies are burned outside the camp."
"Ka sikan ian, ogkounawaan ka nohimu ki Hisus su nighimatayan sikandin dio to libuwasan to lunsud. No ka langosa rin, ian ka ogpakaawo to salo to mgo otow kai to kalibutan.",And so Jesus also suffered outside the city gate to make the people holy through his own blood.
"Sikan ian mgo sulod, og-awoson to songo oglibuwas ki to lunsud no oghondio ki kandin oyow ogpakalagkos ki to kasiporan din.","Let us, then, go to him outside the camp, bearing the disgrace he bore."
Ian su ogtagtagooran ta ro ka soini no kalibutan. Di ian tanow atag og-im-imanan ka sikan no ogkougpaan ta no lunsud no dio to langit.,"For here we do not have an enduring city, but we are looking for the city that is to come."
"Sikan ian, su si Hisus ka nohimu on no dalan ta, ungod tad ogsayoon ka Magboboot. No ka sikan, ogkohimu on to igpanubad ta kandin. Woy to kanta no kagi, ogdakolon ta ka ngaran din.","Through Jesus, therefore, let us continually offer to God a sacrifice of praise--the fruit of lips that confess his name."
Woy kono tanow ogkalingawan to oghimu to maroyow woy to ogmabulbuligoy ki su ka soini songo igpanubad ta dio to Magboboot no igkarago din ian.,"And do not forget to do good and to share with others, for with such sacrifices God is pleased."
"Mgo sulod, ogpaagad-agaran ta ka mgo igbuyag ta kuntoon woy pamminogan ta sikandan. Ian su ogkasaligan sikandan to Magboboot to ogpabantayan ka pogtuu ta taman to ogpokouma on ka gimukud ta dio to kandin. Ian su to mohuri on no allow, ogpakanangon sikandan to Magboboot ko nokoy ka ingkasalig din kandan tongod kanta. Nò, ko ogpaagad-agad ki, ogkarago sikandan to pog-alap dan to pogpangatondanan dan. Di ko kono ki ogpaagad-agad, ogmasakit ka goinawa ran no kono ki ogkabuligan to sikan.","Obey your leaders and submit to their authority. They keep watch over you as men who must give an account. Obey them so that their work will be a joy, not a burden, for that would be of no advantage to you."
"Paragasa now, mgo sulod, ka pog-ampu now kanami. Nataga koy to maawang ka goinawa noy su ian tuud noy to oghimu to maroyow.",Pray for us. We are sure that we have a clear conscience and desire to live honorably in every way.
Di soi pad ka lagboy ian no ogbuyuon ku to oyow og-ampuan a now oyow magaan a ro ogpalibongon to Magboboot dio to kaniu.,I particularly urge you to pray so that I may be restored to you soon.
"Ka Magboboot ka nig-uyag ki Hisus, no ian Lagboy no Igbuyag ta, ligkat to kamatayon din. No sikandin ka Lagboy no Talagbantoy kanta no nigtuu no ogkoiling to mgo karniru rin. No to pogkamatoy rin, ka langosa rin ka igmalogot to sikan no sabut to Magboboot kanta to duon on iam no dalan ta dio to kandin no waro katamanan.","May the God of peace, who through the blood of the eternal covenant brought back from the dead our Lord Jesus, that great Shepherd of the sheep,"
"Sikan ian to og-ampu a to oyow ka Magboboot, no ian ligkatan to maawang no goinawa ta, ogbogoy kaniu to tibo no og-awoson now to oyow ogpakatuman kow to mgo igsugu din. Woy songo og-ampu a to oyow ligkat ki Hisu Kristu, ogpokohimu kow to ogkoiniatan din. Nò, ogsayoon ta sikandin taman to taman. Hoo ian.","equip you with everything good for doing his will, and may he work in us what is pleasing to him, through Jesus Christ, to whom be glory for ever and ever. Amen."
"Ogbuyu a kaniu, mgo sulod, to oyow og-aguantoon now ro to ogsagman to soini no ig-udling ku kaniu to soini no sulat ku no malopot do.","Brothers, I urge you to bear with my word of exhortation, for I have written you only a short letter."
"Woy ogkoiniatan ku to oghitagoon kow to impalibuwas on ligkat to pirisuan si Timoteo no sulod ta to pogtuu. Ko ogpokouma on kai woy ad oghipanow, ogdumoon ku ro dio to kaniu.","I want you to know that our brother Timothy has been released. If he arrives soon, I will come with him to see you."
Pangumustaa now ka tibo no mgo igbuyag now to dio to mgo ampuanan now woy ka tibo no mgo nigtuu to Magboboot. Songo ogpapangumusta kaniu ka mgo taga Italia no nigtuu.,Greet all your leaders and all God's people. Those from Italy send you their greetings.
"Ka pog-ampu ku, to oyow ogkohoy-uan kow tibo to Magboboot. Amin.",Grace be with you all.
"Sikanak no si Santiago, suguanon a to Magboboot woy to Lagboy no Igbuyag ta no si Hisu Kristu. No ogpangumustoon ku sikaniu no ogtuu no nokogsuwoysuwoy dio to agad hondoi no ugpaan.","James, a servant of God and of the Lord Jesus Christ, To the twelve tribes scattered among the nations: Greetings."
"Mgo sulod, karago kow ro ko ogkoumaan kow to mohon-ing no mgo igkabaybayari now","Consider it pure joy, my brothers and sisters, whenever you face trials of many kinds,"
"su nataga ki to, ligkat to pog-aguanta ta to sikan no mgo igkool-olog to pogtuu ta, oyow ogkohogotan on.",because you know that the testing of your faith develops perseverance.
"No ko ungod ta og-aguantoon ka mgo igkabaybayari ta, mangkuwan, ogmatuwarong on ka pogtuu ta ki Hisus woy ogkohimu on to waro igkaalang-alang to batasan ta.","Perseverance must finish its work so that you may be mature and complete, not lacking anything"
"Nò, sikaniu no nigtuu, ko waro kow mataga ko nokoy ka maroyow no oghimuon now, buyu kow to Magboboot no ogkabogayan kow su magaan ogpambogoy to maroyow no pogsabut ta no kono ogpokogsondit ka goinawa rin to sikan no igbogoy rin.","If any of you lacks wisdom, you should ask God, who gives generously to all without finding fault, and it will be given to you."
"Di ko ogbuyu ki, og-awoson to ogtuu ki no kono ki ogtambabo. Ian su ka sikan no otow no ogbuyu di ogtambabo, ogkounawa ro to luwak to dagat no ogkasiu-siu do duon to kalamag.","But when he asks, he must believe and not doubt, because he who doubts is like a wave of the sea, blown and tossed by the wind."
"No ka otow no ogkoiling to sikan no oglimanglimang so goinawa rin, songo kono ogkasaligan no og-awoson to songo kono og-iman-iman sikandin to ogkabogayan to agad nokoy no ogligkat to Lagboy no Igbuyag ta.","That man should not think he will receive anything from the Lord; he is a double-minded man, unstable in all he does."
"Ka otow no nigtuu on no malmalintok do so ngaran din, maroyow ko ian din igkarago su ogpakasasindog on sikandin to tankaan to Magboboot to waro igkasipod din.",he brother in humble circumstances ought to take pride in his high position.
"Di ka datu no ogtuu on, og-awoson to igkarago dan ka pogkaawo to bantug dan. Ian su uromo, ka mgo datu, ian dan ogkounawaan ka mgo bulak to hilamonon no songo ogkaawo do duon.","But the one who is rich should take pride in his low position, because he will pass away like a wild flower."
"Ian su ko ogmanalinga on ka allow, ogmoinit on no ogkalanos on ka mgo hilamonon no ogkapadpad on ka mgo bulak dan. No warad on ka igkaroyow ran. Ogkounawa rod ka mgo datu su ogkasalanganan on to pogkamatoy ran no ogkoongkoran dan do duon ka igkatiglingoy ran.","For the sun rises with scorching heat and withers the plant; its blossom falls and its beauty is destroyed. In the same way, the rich man will fade away even while he goes about his business."
"Ka sikan no otow no og-aguantoon din ka igkabaybayari rin, ogbogayan to dakol no igkarago din. Ian su ko kono ogkaalap to sikan no igkabaybayari rin, ogkasayo sikandin no ogbogayan to pogkouyag din no waro katamanan. Sikan ka innangon to Magboboot no igbogoy rin to tibo no ogdakolon dan to goinawa ran kandin.","Blessed is the man who perseveres under trial, because when he has stood the test, he will receive the crown of life that God has promised to those who love him."
"Ko duon igkool-olog kanta to ogpakasalo, kono ta ogbayungan ka Magboboot to sikandin ka nigpasalo kanta su kono ogkoologan ka Magboboot to ogpakasalo woy songo kono din og-ol-ologan ka otow to pogpasalo.","When tempted, no one should say, ""God is tempting me."" For God cannot be tempted by evil, nor does he tempt anyone;"
